UTTERANCE,LABEL
alright homie so I got the rocket ship and then underneath that is the ram then the fox and then if you tilt your head to the right it looks like a batman swimming upward,0
got it my speak button and wont turn off,1
sorry my push to talk button wouldnt work okay youre Batman swimming up looks like my submarine so Batman slash submarine is my first one um I have a cat standing a cat sitting and then a bunny,0
I have that,1
all right so theres this sailboat right and it was transporting a whole bunch of animals so inside there was a hoof print and then they ran into another sailboat but interestingly enough that sailboat was captained by abraham lincoln,0
so was the first boat the sailboat and that third boat the house boat,0
that is correct good guessings,0
got it,1
ok I have a shape a slanted or weird parallelogram maybe a apple a vase and a bridge,0
okay can you repeat that again I got a query,0
so my first one is like a parallelogram but its huge kind of like a different way I dont know shape and then my second ones an apple my third ones a vase and then my fourth one is a bridge oh my gosh,0
okay I got it,0
did you get that,0
I did,1
good job on answering the question um all right lets just start off with saying the bridge is first the two are shiz taken out and then its the eraser then a half christmas tree and then it looks like a bejeweled or whatever,0
got it,1
I have a guy running upside down with his hands out a girl upside down reading a book on her knees my third one is a guy falling out of an airplane my fourth one is a guy laying in a coffin,0
girl i got all dem,1
I like it,1
um I have a slope um if you look at it sideways my second one its like a mountain with a door cut out and then my third one is a triangle with two doors cut out and then a reverse slope,0
mhm mhm yep yep mhm,1
okay so heres another story coming at you so theres this this lonely cat thing and he was really hungry so he went fishing and but during his fishing there was a tornado that came through it was like whoosh and its the tornado came from africa so there is a giraffe that was displaced,0
okay got it,1
lets hear a story Chelsea,0
oh okay I have weird shapes an avalanche of shapes going onto the slippery seal and then the seal is trying to get warm and get some towels from the sailboat but the sailboat has a huge bear on it and then yeah I think thats the best I can do,0
perfect you paint pictures with words better than monet paints with paint,1
got it,1
submarine dragon seal swann,0
gotchu,1
alright so this old guy hes just sitting there smoking a pipe on christmas and then hes like you know Im feeling a little hungry so he gets this apple and is like you know what this would be really good and if I just cooked this on top of this grill and wow does this grill look like a bee,0
I got it,1
I have a swan whos friends with a duck whos friends with a sea monster whos friends with a bird thats upside down swimming or swimming flying to the top right corner,0
okay I think I got that,0
