UTTERANCE,LABEL
weird shape with the point in the left the apple the boat and then the house on its side with the door,1
alright my first one is like um a guy holding a triangle hes kind of like sticking his butt out and then the next one is the same thing its just rotated so the first one hes got like his feet on the ground in the second one hes got his feet on the wall and then its the fetal position then its the really weird mountain with a diamond on top,0
got it,1
birthday cake sailboat upside down bird string of triangles,0
got it,1
alright Ive got the rectangle missing the triangle in the top right kind of pointing up and then the sea and then the weird like house looking thing and then the like vase,0
got it,1
upside down vase shape with the dots around it scissors arrow,0
got it,1
Ive got the sailboat first seal looking thing upside down windmill then the like sideways bowl,0
got it,0
Im gonna start from the bottom upside down crow the fat one then the square with the shape comin out of every corner then the fat road runner on its side and then the top one is like a boat with a tower on top of it,0
that was starting from the bottom,0
yep alright I think I got it,1
Ive got the pipe Ive got um the ramp thing Ive got the weird like house thing and then the last one is kind of like a square on the left I dont know what it is,0
got it,1
the avalanche hold on,1
avalanche rotated then the picture frame the house with the really tall chimney and the string of triangles,0
got it,1
got it,1
man holding a tray at eye level um the woman holding a triangle thats tipping over but its on its side the bottom of the dress is on the right side then a very strange one with two triangles at the top pointing up and then the bottom one is like a guy running and he has a triangle coming out of the back,0
got it,0
Ive got like the original lady in a dress walking then Ive got like a upside down kind of zoomed in guy holding a triangle and then a newer like zoomed in version of like a lady in a dress and then the last ones just kind of weird its got the two like triangles kind of pointing up,0
got it,1
did you click done,0
avalanche the four shapes trapezoid on the left top hat with the rabbit comin out string of triangles,0
got it,1
all right ive got the two uh arrows then the rocket ship then the rabbit comin out of the hat then the birthday cake,0
could you say that one more time,0
ya uh the arrows first then the rocket ship then the thing comin out of the hat and then the birthday cake,0
got it,1
upside down flamingo boat with a tower on it upside down swan turkey,0
can you say the first two,0
upside down upside down flamingo is the first one and then the boat with the tower on it in the back its tall in the back,0
got it,1
all right ive got the upside down duck with feet and its heads in the bottom right and then the second one looks exactly the same its just turned so that the head is in the bottom left and then the fat road runner and then the flamingo,0
got it,1
string of triangles bird takin a shit shark with a square head on the right sailboat,1
some crabby looking thing like a bridge with two little holes in it and then trapezoid and then the rooftop,0
got it,0
uh really zoomed in kind of blurry person that looks like theyre holding a triangle tray out but then their legs so they can be like sitting in a mini car something i dont know second one its the upside down guy holding a triangle the third one its the guy bending over holding the triangle with the shark fin on his ass and then the last one is the guy running with the triangle coming out of the back,0
all right i got it,1
got it,1
swan seal turkey crow,0
got it,1
all right ive got the iron then the avalanche then the boat and then the shark with a square head,0
got it,1
palm tree bridge with two shapes taken out of it on its side then triangle with the two rectangles taken out of it facing upright and then the house with the doorway,1
got it,0
giraffe pokemon fat tree whale,0
got it,1
all right ive got the fetal position with the head at the top then the second ones the other fetal position head in the bottom and then the lady in the dress walking and then the last ones the weird person its kind of blurry,0
got it,1
gotcha,1
all right the first one i have is the bird with the triangle wings flying then the upside down rooster then the turkey and then last one is kind of a weird square with the shapes comin off the corners,0
got it,0
fish fat tree rabbit laying down dog,0
gotcha,1
got it,1
I have the three shapes the small diamond with the two wings coming off to the right then the hammer the birthday cake,0
sorry I was answering something can you repeat,1
yep my first one is the three separate shapes then the hammer then the birthday cake then the picture frame,0
got you,0
got it,1
guy kicking his leg up arrow pointing down guy holding a tray at eye level and then the blurry lady in the dress,1
all right ive got the iron bowl on its side square head shark and then the triangle in the square,0
got it,1
bird taking a shit sailboat with two sails upside down boat with a square cabin um house with the chimney on its side,0
it goes flamingo hold on,1
you said flamingo swan rooster goofy one,0
yep thats the last one is kind of a big triangle,0
got it,1
bird with its wings spread flying um this weird triangle body big triangle body bird the fat crow and then the seal rotated,1
all right ive got the hammer with the like mallet on the left then the eiffel tower and then the weird sailboat and then the hammer with a mallet on the bottom,1
