UTTERANCE,LABEL
okay I have a large man running to the right I have a like a somersault guy crouched over I have a skydiving person and then I have guy completely upside down,0
got it,1
I dont know what happened there but I have the ram a alpaca a kangaroo and a rabbit,0
okay got it,1
okay I have an arrow pointing to the left I have a bridge then I have a bigger bridge and then I have its like the last weird shape its got like a triangle like pointing upwards and then theres like a square cut out,0
got it,1
I have a spaceship going down a squirrel with like a mario hat on a rabbit and a spaceship going up,0
ok got it,1
ok I have a fish going downwards and then I have a fox and then I have a two like triangles on top of each other with a diamond on top of that and then I have this weird like slanted rectangle with like triangles coming off of it,0
got it,1
I have a chipmunk and an alpaca a fish and a whale,0
is the fish the arrow one,0
yeah,0
okay got it,1
I have a person completely upside down with hes holding a triangle and then I have a it almost looks like a man like like laying on a sled like going upwards and I have a guy in the fetal position and then have the dog person,0
think I got it,0
so you said the person thats upside down holding something sliding person on all fours and then dog person,0
got it,1
the crow a dragon without a tail flying bird and uh flamingo,0
okay got it,1
I have a sailboat going upwards I have another boat and its got like a rectangle cut out and then I have like the Eiffel Tower slash a rocket ship and then the upside down mountain,0
got it,1
I have a crab a peacock a raptor a flying bird,0
okay got it,1
I have a sailboat with two sails its like a long boat and then I have another sailboat with one big triangle one small triangle and then I have a triangle and then i have it looks like another crab to me but its got like two arms and two feet,0
got it,1
I have a sailboat a house a upside down sailboat with one square on it and a vase,0
got it,1
I have a speedboat going upwards a palm tree the slanted triangle okay the second palm tree the on the leaves are in the top left corner and then its the slanted triangle and the bottom palm tree the leaves are in the bottom left corner,0
got it,1
a dragon without a tail a flamingo flying bird big flying bird with just a triangle on its head,0
ok got it,1
okay got it,1
okay I have a ram I have an ant eater a bunny and then like a mouse on its hind legs or a squirrel,0
got it,1
I have a triangle and a square iron tree a propeller head upside down,0
got it,1
I have a dragon I have a skinny crow with its head upward an upside down skinny crow and then a flying bird,0
got it,1
I have a barn a square and triangle a sailboat and a candle,1
okay I have a bunny laying down a bunny sitting up and then it almost looks like a loch ness monster kinda or like a boat with like a big thing coming off of it and then the last one is like it has like a triangle and then a parallelogram coming off of it I dont know if you know that what it looks like,0
got it,1
I have a sailboat a pipe a bridge and a teepee,0
got it,1
okay I have a big flying bird with a small head a loch ness monster a seal and then a crab,0
sorry can you repeat those,0
yeah I have a big flying bird the loch ness monster a seal and then a crab,0
got it,1
I have a crab a ram a bunny and a chipmunk or a mouse,0
got it,1
